-2.25,-1.9650165,-0.17998095
-2.25,-1.9250146,-0.17998095
-2.25,-0.5009779,0.10201927
-2.25,-0.4679783,0.1160193
-2.25,-0.3909793,0.15001936
-2.25,-0.05198073,0.32101864
-2.25,0.098019265,0.40701753
-2.25,1.6810417,1.581037
-2.249,-2.0520144,-0.17898095
-2.249,-1.8390106,-0.17898095
-2.249,-0.5219776,0.093019255
-2.249,0.24401955,0.49601638
-2.249,0.86301166,0.92501086
-2.249,0.8750115,0.93401074
-2.249,1.3250251,1.2860233
-2.249,1.5680364,1.4860326
-2.2480001,-1.6270007,-0.16898093
-2.2480001,-1.5549973,-0.16298091
-2.2480001,-0.25498104,0.21401949
-2.2480001,-0.17798094,0.2530195
-2.2480001,0.22201951,0.48201656
-2.2480001,0.4020176,0.59801507
-2.2480001,0.6570143,0.7740128
-2.2480001,0.72501343,0.8230122
-2.2480001,0.76201296,0.8500118
-2.2480001,1.9070523,1.7740461
-2.2480001,2.0830505,1.9270532
-2.2470002,-1.6380012,-0.16998093
-2.2470002,-0.3119803,0.18601944
-2.2470002,0.16401939,0.44601703
-2.2470002,1.324025,1.2850232
-2.2470002,1.4050288,1.3510263
-2.2470002,1.4900328,1.4210296
-2.2460003,-2.1040106,-0.17798094
-2.2460003,-0.8189738,-0.015980761
-2.2460003,-0.34097993,0.1720194
-2.2460003,-0.1539809,0.26501936
-2.2460003,0.6280147,0.7530131
-2.2460003,1.1200155,1.1220156
-2.2460003,1.6160387,1.5260345
-2.2460003,1.9360536,1.7990472
-2.2450004,-1.5589975,-0.16398092
-2.2450004,-1.377989,-0.14298087
-2.2450004,-0.7869742,-0.00598076
-2.2450004,-0.58897674,0.0650192
-2.2450004,0.042019226,0.37301797
-2.2450004,0.14501935,0.43401718
-2.2450004,0.20701948,0.4720167
-2.2450004,1.323025,1.2840232
-2.2440004,-2.2050033,-0.17398094
-2.2440004,-2.0390153,-0.17998095
-2.2440004,-1.9430155,-0.18098095
-2.2440004,-1.9420154,-0.18098095
-2.2440004,-1.9410154,-0.18098095
-2.2440004,-1.9400153,-0.18098095
-2.2440004,-1.9390153,-0.18098095
-2.2440004,-1.8450109,-0.17998095
-2.2440004,-1.505995,-0.1589809
-2.2440004,-1.4129907,-0.14798088
-2.2440004,-1.39799,-0.14598088
-2.2440004,-1.2979853,-0.13098085
-2.2440004,-1.2239819,-0.11798082
-2.2440004,-0.59597665,0.06201919
-2.2440004,-0.30198044,0.19001944
-2.2440004,0.09701926,0.40501755
-2.2440004,0.37301797,0.5780153
-2.2440004,1.0060102,1.0330114
-2.2440004,2.1230476,1.9620548
-2.2430005,-2.166006,-0.17598094
-2.2430005,-1.8000088,-0.17898095
-2.2430005,-1.2499831,-0.12298083
-2.2430005,-0.40897906,0.14001934
-2.2430005,0.0010192409,0.34901828
-2.2430005,0.048019215,0.37601793
-2.2430005,0.15401937,0.43901712
