-2.0,-1.8839946,-0.2179629
-2.0,-1.4399738,-0.20396288
-2.0,-0.19196285,0.18303755
-2.0,-0.15296277,0.20403759
-2.0,0.09103737,0.34603643
-2.0,0.23703766,0.43903524
-2.0,1.2090378,1.170036
-2.0,1.341044,1.2800411
-1.999,-1.8389925,-0.21896291
-1.999,-1.4839759,-0.20796289
-1.999,-1.4599748,-0.20596288
-1.999,-1.336969,-0.19296286
-1.999,-1.0619562,-0.14596276
-1.999,-0.8249556,-0.083962634
-1.999,-0.81195575,-0.079962626
-1.999,-0.6749575,-0.03396264
-1.999,-0.57995874,0.0020373608
-1.999,-0.24496296,0.15503749
-1.999,0.69403195,0.7620311
-1.999,0.75603116,0.8090305
-1.999,0.77303094,0.8220303
-1.999,0.9600285,0.9680284
-1.999,1.6510584,1.5450535
-1.999,1.8020655,1.6770597
-1.9979999,-0.89595467,-0.10496268
-1.9979999,0.32903665,0.50003445
-1.9979999,0.49403453,0.615033
-1.9979999,0.79403067,0.8380301
-1.9979999,0.98902816,0.99102813
-1.9969999,-1.5049769,-0.20996289
-1.9969999,-0.5989585,-0.00596264
-1.9969999,-0.4729601,0.04603734
-1.9969999,-0.37796134,0.089037366
-1.9969999,-0.21896291,0.16803752
-1.9969999,0.17003752,0.3950358
-1.9969999,0.47603476,0.60203314
-1.9969999,0.5580337,0.6610324
-1.9969999,0.5990332,0.691032
-1.9969999,1.3780457,1.3110425
-1.9959998,-0.945954,-0.118962705
-1.9959998,-0.78095615,-0.07096261
-1.9959998,-0.43396062,0.06303731
-1.9959998,0.010037362,0.29603708
-1.9959998,0.39803576,0.54703385
-1.9959998,0.84603,0.8780296
-1.9959998,0.98802817,0.99002814
-1.9959998,1.2660404,1.2170382
-1.9959998,1.2720407,1.2220384
-1.9959998,1.9770737,1.8320669
-1.9949998,-1.7929903,-0.21996291
-1.9949998,-1.7619889,-0.21996291
-1.9949998,-1.0949577,-0.15396278
-1.9949998,-0.90395457,-0.10796268
-1.9949998,-0.10196267,0.23103765
-1.9949998,0.19403757,0.4100356
-1.9949998,0.6440326,0.72403157
-1.9949998,0.9290289,0.94302875
-1.9949998,1.1840366,1.149035
-1.9949998,1.4430487,1.3660451
-1.9939997,-1.9129959,-0.2179629
-1.9939997,-1.2629656,-0.18396284
-1.9939997,-1.0889574,-0.15296277
-1.9939997,-1.0209543,-0.13796274
-1.9939997,-0.73395675,-0.055962604
-1.9939997,-0.49895978,0.03403736
-1.9939997,-0.4129609,0.07203733
-1.9939997,0.302037,0.4810347
-1.9939997,0.5200342,0.63303274
-1.9939997,0.74903125,0.80303055
-1.9939997,1.4360484,1.3600448
-1.9929997,-1.828992,-0.21996291
-1.9929997,-1.7239871,-0.21996291
-1.9929997,-1.6399832,-0.2179629
-1.9929997,-0.4189608,0.069037326
-1.9929997,0.074037336,0.3340366
-1.9929997,0.08703736,0.3420365
-1.9929997,0.52303416,0.6350327
-1.9929997,0.8220303,0.8590298
-1.9929997,1.1550353,1.1250339
-1.9929997,1.8960699,1.7600635
-1.9919996,-1.634983,-0.2179629
-1.9919996,-0.85895514,-0.09596266
-1.9919996,-0.2649628,0.14303747
-1.9919996,0.05803732,0.32403672
-1.9919996,0.24403767,0.4420352
-1.9919996,0.49403453,0.614033
-1.9919996,0.68603206,0.75503117
-1.9919996,1.0010281,1.000028
-1.9919996,1.6120566,1.5110519
-1.9919996,1.6270573,1.5240525
-1.9919996,1.7440628,1.6260573
-1.9909996,-1.9959998,-0.2149629
-1.9909996,-1.7029861,-0.21996291
-1.9909996,-1.2199636,-0.17796282
-1.9909996,-1.1959624,-0.17396282
-1.9909996,0.1610375,0.3880359
-1.9909996,0.5040344,0.6210329
-1.9909996,1.0310295,1.0240291
-1.9909996,1.1430347,1.1150334
-1.9909996,1.7520632,1.6330576
-1.9909996,1.9590728,1.8160661
-1.9899995,-1.2309641,-0.17996283
-1.9899995,-1.0039535,-0.13496274
-1.9899995,-0.9249543,-0.1149627
-1.9899995,-0.79795593,-0.07796262
-1.9899995,-0.5369593,0.017037362
-1.9899995,-0.10696268,0.22703764
-1.9899995,0.5650336,0.6650323
-1.9899995,1.1990373,1.1610355
-1.9889995,-1.9019954,-0.21896291
-1.9889995,-1.6209823,-0.2179629
-1.9889995,-0.793956,-0.07696262
-1.9889995,-0.6219582,-0.016962642
-1.9889995,-0.33796185,0.1060374
